order_id,date,region,salesperson,product,category,units,unit_price_nok,total_nok,channel,customer_segment
ORD-10737,2026-08-20,Bergen,Sofie Dahl,Cloud Backup 1TB,Services,37,990,36630,Partner,Enterprise
ORD-10738,2026-08-20,Bergen,Markus Vik,Onboarding Package,Services,11,7500,82500,Web,Public Sector
ORD-10739,2026-08-20,Trondheim,Henrik Moen,Laptop Pro 14,Hardware,4,18990,75960,Phone,SMB
ORD-10740,2026-08-20,Trondheim,Henrik Moen,"Monitor 27"" 4K",Hardware,39,4990,194610,Web,Enterprise
ORD-10741,2026-08-20,Trondheim,Henrik Moen,Office Suite License,Software,14,1188,16632,Direct,Public Sector
ORD-10742,2026-08-20,Trondheim,Nora Lien,Mechanical Keyboard,Accessories,4,990,3960,Phone,Consumer
ORD-10743,2026-08-20,Trondheim,Nora Lien,USB-C Hub,Accessories,1,449,449,Direct,SMB
ORD-10744,2026-08-20,Stavanger,Oda Strand,Wireless Headset,Accessories,10,1290,12900,Partner,Enterprise
ORD-10745,2026-08-20,Stavanger,Lars Eide,Wireless Headset,Accessories,1,1290,1290,Web,SMB
ORD-10746,2026-08-20,Stavanger,Oda Strand,USB-C Hub,Accessories,8,449,3592,Partner,Public Sector
ORD-10747,2026-08-20,Stavanger,Oda Strand,"Monitor 27"" 4K",Hardware,3,4990,14970,Partner,SMB
ORD-10748,2026-08-20,Stavanger,Lars Eide,Cloud Backup 1TB,Services,4,990,3960,Phone,SMB
ORD-10749,2026-08-20,Tromsø,Mia Foss,"Monitor 27"" 4K",Hardware,4,4990,19960,Partner,SMB
ORD-10750,2026-08-21,Oslo,Jonas Berg,Cloud Backup 1TB,Services,15,990,14850,Web,Public Sector
ORD-10751,2026-08-21,Oslo,Emma Solheim,Docking Station,Hardware,2,1890,3780,Web,SMB
ORD-10752,2026-08-21,Oslo,Ingrid Bakke,Security Suite License,Software,1,1548,1548,Phone,SMB
ORD-10753,2026-08-21,Oslo,Jonas Berg,Managed Support (month),Services,1,2490,2490,Phone,SMB
ORD-10754,2026-08-21,Oslo,Jonas Berg,Cloud Backup 1TB,Services,2,990,1980,Partner,SMB
ORD-10755,2026-08-21,Oslo,Ingrid Bakke,Onboarding Package,Services,4,7500,30000,Partner,Consumer
ORD-10756,2026-08-21,Oslo,Emma Solheim,Cloud Backup 1TB,Services,2,990,1980,Direct,Consumer
ORD-10757,2026-08-21,Oslo,Jonas Berg,Laptop Pro 14,Hardware,3,18990,56970,Phone,SMB
ORD-10758,2026-08-21,Oslo,Ingrid Bakke,Cloud Backup 1TB,Services,7,990,6930,Phone,Public Sector
ORD-10759,2026-08-21,Oslo,Emma Solheim,Laptop Pro 14,Hardware,1,18990,18990,Partner,Consumer
ORD-10760,2026-08-21,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,11,990,10890,Phone,Public Sector
ORD-10761,2026-08-21,Bergen,Markus Vik,Laptop Air 13,Hardware,27,12490,337230,Partner,Enterprise
ORD-10762,2026-08-21,Bergen,Markus Vik,USB-C Hub,Accessories,5,449,2245,Partner,Enterprise
ORD-10763,2026-08-21,Trondheim,Henrik Moen,USB-C Hub,Accessories,37,449,16613,Partner,Enterprise
ORD-10764,2026-08-21,Trondheim,Nora Lien,Laptop Air 13,Hardware,3,12490,37470,Partner,Consumer
ORD-10765,2026-08-21,Trondheim,Nora Lien,USB-C Hub,Accessories,26,449,11674,Direct,Enterprise
ORD-10766,2026-08-21,Trondheim,Nora Lien,USB-C Hub,Accessories,9,449,4041,Direct,Enterprise
ORD-10767,2026-08-22,Oslo,Jonas Berg,USB-C Hub,Accessories,1,449,449,Partner,Consumer
ORD-10768,2026-08-22,Oslo,Ingrid Bakke,Managed Support (month),Services,3,2490,7470,Phone,Public Sector
ORD-10769,2026-08-22,Bergen,Sofie Dahl,Mechanical Keyboard,Accessories,3,990,2970,Phone,SMB
ORD-10770,2026-08-22,Trondheim,Henrik Moen,Office Suite License,Software,13,1188,15444,Phone,Public Sector
ORD-10771,2026-08-22,Trondheim,Nora Lien,Docking Station,Hardware,2,1890,3780,Partner,SMB
ORD-10772,2026-08-22,Stavanger,Oda Strand,Laptop Air 13,Hardware,1,12490,12490,Direct,SMB
ORD-10773,2026-08-23,Oslo,Emma Solheim,Laptop Pro 14,Hardware,3,18990,56970,Partner,Consumer
ORD-10774,2026-08-23,Stavanger,Lars Eide,"Monitor 27"" 4K",Hardware,3,4990,14970,Direct,Consumer
ORD-10775,2026-08-24,Oslo,Ingrid Bakke,Security Suite License,Software,37,1548,57276,Partner,Enterprise
ORD-10776,2026-08-24,Oslo,Jonas Berg,Managed Support (month),Services,4,2490,9960,Web,Consumer
ORD-10777,2026-08-24,Oslo,Emma Solheim,Security Suite License,Software,5,1548,7740,Phone,Enterprise
ORD-10778,2026-08-24,Oslo,Jonas Berg,Cloud Backup 1TB,Services,3,990,2970,Phone,SMB
ORD-10779,2026-08-24,Oslo,Emma Solheim,Wireless Headset,Accessories,4,1290,5160,Partner,SMB
ORD-10780,2026-08-24,Oslo,Jonas Berg,"Monitor 27"" 4K",Hardware,31,4990,154690,Partner,Enterprise
ORD-10781,2026-08-24,Oslo,Jonas Berg,USB-C Hub,Accessories,2,449,898,Phone,SMB
ORD-10782,2026-08-24,Oslo,Emma Solheim,Managed Support (month),Services,1,2490,2490,Partner,SMB
ORD-10783,2026-08-24,Oslo,Ingrid Bakke,Security Suite License,Software,2,1548,3096,Phone,SMB
ORD-10784,2026-08-24,Oslo,Jonas Berg,Laptop Pro 14,Hardware,4,18990,75960,Phone,SMB
ORD-10785,2026-08-24,Bergen,Sofie Dahl,Office Suite License,Software,1,1188,1188,Direct,SMB
ORD-10786,2026-08-24,Bergen,Markus Vik,Onboarding Package,Services,2,7500,15000,Partner,SMB
ORD-10787,2026-08-24,Bergen,Sofie Dahl,Managed Support (month),Services,3,2490,7470,Partner,SMB
ORD-10788,2026-08-24,Bergen,Sofie Dahl,Mechanical Keyboard,Accessories,27,990,26730,Web,Enterprise
ORD-10789,2026-08-24,Bergen,Sofie Dahl,Laptop Air 13,Hardware,2,12490,24980,Phone,SMB
ORD-10790,2026-08-24,Bergen,Sofie Dahl,Mechanical Keyboard,Accessories,4,990,3960,Direct,SMB
ORD-10791,2026-08-24,Bergen,Markus Vik,USB-C Hub,Accessories,12,449,5388,Phone,Public Sector
ORD-10792,2026-08-24,Bergen,Markus Vik,Managed Support (month),Services,3,2490,7470,Direct,Consumer
ORD-10793,2026-08-24,Trondheim,Henrik Moen,Laptop Air 13,Hardware,2,12490,24980,Partner,SMB
ORD-10794,2026-08-24,Trondheim,Nora Lien,Managed Support (month),Services,3,2490,7470,Direct,SMB
ORD-10795,2026-08-24,Trondheim,Nora Lien,Office Suite License,Software,3,1188,3564,Direct,Consumer
ORD-10796,2026-08-24,Stavanger,Lars Eide,"Monitor 27"" 4K",Hardware,1,4990,4990,Phone,SMB
ORD-10797,2026-08-24,Stavanger,Oda Strand,Managed Support (month),Services,1,2490,2490,Phone,SMB
ORD-10798,2026-08-24,Tromsø,Mia Foss,Office Suite License,Software,30,1188,35640,Web,Enterprise
ORD-10799,2026-08-24,Tromsø,Mia Foss,Wireless Headset,Accessories,12,1290,15480,Direct,Public Sector
ORD-10800,2026-08-25,Oslo,Jonas Berg,Docking Station,Hardware,3,1890,5670,Direct,SMB
ORD-10801,2026-08-25,Oslo,Emma Solheim,"Monitor 27"" 4K",Hardware,2,4990,9980,Web,SMB
ORD-10802,2026-08-25,Oslo,Ingrid Bakke,Onboarding Package,Services,4,7500,30000,Partner,Consumer
ORD-10803,2026-08-25,Oslo,Emma Solheim,Office Suite License,Software,2,1188,2376,Direct,SMB
ORD-10804,2026-08-25,Oslo,Emma Solheim,Onboarding Package,Services,10,7500,75000,Partner,Public Sector
ORD-10805,2026-08-25,Oslo,Jonas Berg,Office Suite License,Software,33,1188,39204,Partner,Enterprise
ORD-10806,2026-08-25,Oslo,Jonas Berg,USB-C Hub,Accessories,3,449,1347,Web,SMB
ORD-10807,2026-08-25,Oslo,Ingrid Bakke,Security Suite License,Software,3,1548,4644,Partner,Consumer
ORD-10808,2026-08-25,Oslo,Jonas Berg,Security Suite License,Software,4,1548,6192,Direct,SMB
ORD-10809,2026-08-25,Oslo,Jonas Berg,Laptop Pro 14,Hardware,3,18990,56970,Phone,Consumer
ORD-10810,2026-08-25,Oslo,Ingrid Bakke,Onboarding Package,Services,4,7500,30000,Direct,Consumer
ORD-10811,2026-08-25,Bergen,Sofie Dahl,USB-C Hub,Accessories,1,449,449,Direct,SMB
ORD-10812,2026-08-25,Bergen,Markus Vik,Security Suite License,Software,3,1548,4644,Partner,Consumer
ORD-10813,2026-08-25,Bergen,Sofie Dahl,USB-C Hub,Accessories,1,449,449,Phone,SMB
ORD-10814,2026-08-25,Bergen,Markus Vik,Wireless Headset,Accessories,4,1290,5160,Direct,SMB
ORD-10815,2026-08-25,Bergen,Sofie Dahl,Onboarding Package,Services,7,7500,52500,Web,Public Sector
ORD-10816,2026-08-25,Bergen,Markus Vik,Laptop Pro 14,Hardware,1,18990,18990,Phone,Consumer
ORD-10817,2026-08-25,Trondheim,Henrik Moen,Wireless Headset,Accessories,4,1290,5160,Web,SMB
ORD-10818,2026-08-25,Trondheim,Henrik Moen,Laptop Air 13,Hardware,4,12490,49960,Phone,SMB
ORD-10819,2026-08-25,Trondheim,Nora Lien,USB-C Hub,Accessories,4,449,1796,Partner,SMB
ORD-10820,2026-08-25,Trondheim,Nora Lien,Onboarding Package,Services,3,7500,22500,Web,Consumer
ORD-10821,2026-08-25,Trondheim,Henrik Moen,Laptop Pro 14,Hardware,4,18990,75960,Web,SMB
ORD-10822,2026-08-25,Trondheim,Nora Lien,"Monitor 27"" 4K",Hardware,3,4990,14970,Direct,SMB
ORD-10823,2026-08-25,Trondheim,Henrik Moen,Laptop Air 13,Hardware,2,12490,24980,Direct,Consumer
ORD-10824,2026-08-25,Trondheim,Nora Lien,Docking Station,Hardware,5,1890,9450,Direct,Public Sector
ORD-10825,2026-08-25,Stavanger,Oda Strand,Office Suite License,Software,3,1188,3564,Partner,SMB
ORD-10826,2026-08-25,Stavanger,Oda Strand,Managed Support (month),Services,6,2490,14940,Direct,Public Sector
ORD-10827,2026-08-25,Stavanger,Lars Eide,Docking Station,Hardware,1,1890,1890,Phone,SMB
ORD-10828,2026-08-25,Stavanger,Oda Strand,Docking Station,Hardware,2,1890,3780,Phone,Public Sector
ORD-10829,2026-08-25,Tromsø,Mia Foss,Cloud Backup 1TB,Services,1,990,990,Web,Consumer
ORD-10830,2026-08-25,Tromsø,Mia Foss,Onboarding Package,Services,10,7500,75000,Phone,Enterprise
ORD-10831,2026-08-26,Oslo,Emma Solheim,Mechanical Keyboard,Accessories,1,990,990,Web,Consumer
ORD-10832,2026-08-26,Oslo,Jonas Berg,Managed Support (month),Services,1,2490,2490,Phone,SMB
ORD-10833,2026-08-26,Oslo,Jonas Berg,Docking Station,Hardware,3,1890,5670,Direct,SMB
ORD-10834,2026-08-26,Oslo,Emma Solheim,Docking Station,Hardware,4,1890,7560,Partner,SMB
ORD-10835,2026-08-26,Oslo,Emma Solheim,"Monitor 27"" 4K",Hardware,1,4990,4990,Direct,SMB
ORD-10836,2026-08-26,Oslo,Emma Solheim,Office Suite License,Software,17,1188,20196,Phone,Enterprise
ORD-10837,2026-08-26,Oslo,Emma Solheim,Mechanical Keyboard,Accessories,4,990,3960,Partner,SMB
ORD-10838,2026-08-26,Oslo,Emma Solheim,Security Suite License,Software,2,1548,3096,Direct,SMB
ORD-10839,2026-08-26,Oslo,Jonas Berg,Wireless Headset,Accessories,5,1290,6450,Direct,Enterprise
ORD-10840,2026-08-26,Oslo,Emma Solheim,"Monitor 27"" 4K",Hardware,3,4990,14970,Phone,Consumer
ORD-10841,2026-08-26,Bergen,Sofie Dahl,Onboarding Package,Services,4,7500,30000,Phone,SMB
ORD-10842,2026-08-26,Bergen,Sofie Dahl,Security Suite License,Software,3,1548,4644,Partner,SMB
ORD-10843,2026-08-26,Bergen,Sofie Dahl,Managed Support (month),Services,1,2490,2490,Web,SMB
ORD-10844,2026-08-26,Bergen,Markus Vik,"Monitor 27"" 4K",Hardware,1,4990,4990,Phone,SMB
ORD-10845,2026-08-26,Bergen,Markus Vik,Office Suite License,Software,1,1188,1188,Direct,SMB
ORD-10846,2026-08-26,Bergen,Sofie Dahl,Security Suite License,Software,2,1548,3096,Partner,Public Sector
ORD-10847,2026-08-26,Trondheim,Henrik Moen,Docking Station,Hardware,9,1890,17010,Web,Public Sector
ORD-10848,2026-08-26,Trondheim,Nora Lien,Security Suite License,Software,15,1548,23220,Partner,Public Sector
ORD-10849,2026-08-26,Trondheim,Henrik Moen,Cloud Backup 1TB,Services,1,990,990,Partner,SMB
ORD-10850,2026-08-26,Trondheim,Henrik Moen,Docking Station,Hardware,1,1890,1890,Web,Consumer
ORD-10851,2026-08-26,Trondheim,Henrik Moen,Security Suite License,Software,2,1548,3096,Phone,SMB
ORD-10852,2026-08-26,Stavanger,Oda Strand,Security Suite License,Software,13,1548,20124,Web,Public Sector
ORD-10853,2026-08-26,Stavanger,Lars Eide,Managed Support (month),Services,11,2490,27390,Phone,Enterprise
ORD-10854,2026-08-26,Stavanger,Oda Strand,Security Suite License,Software,3,1548,4644,Phone,SMB
ORD-10855,2026-08-26,Stavanger,Lars Eide,Mechanical Keyboard,Accessories,3,990,2970,Partner,Consumer
ORD-10856,2026-08-26,Stavanger,Lars Eide,Managed Support (month),Services,3,2490,7470,Phone,SMB
ORD-10857,2026-08-26,Stavanger,Oda Strand,USB-C Hub,Accessories,3,449,1347,Partner,Consumer
ORD-10858,2026-08-26,Tromsø,Mia Foss,Laptop Pro 14,Hardware,11,18990,208890,Web,Public Sector
ORD-10859,2026-08-26,Tromsø,Mia Foss,Wireless Headset,Accessories,2,1290,2580,Phone,SMB
ORD-10860,2026-08-26,Tromsø,Mia Foss,Laptop Pro 14,Hardware,3,18990,56970,Phone,Consumer
ORD-10861,2026-08-27,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,3,18990,56970,Partner,SMB
ORD-10862,2026-08-27,Oslo,Emma Solheim,Docking Station,Hardware,3,1890,5670,Web,SMB
ORD-10863,2026-08-27,Oslo,Emma Solheim,USB-C Hub,Accessories,9,449,4041,Partner,Enterprise
ORD-10864,2026-08-27,Oslo,Jonas Berg,"Monitor 27"" 4K",Hardware,24,4990,119760,Web,Enterprise
ORD-10865,2026-08-27,Oslo,Emma Solheim,Cloud Backup 1TB,Services,3,990,2970,Partner,Consumer
ORD-10866,2026-08-27,Oslo,Jonas Berg,USB-C Hub,Accessories,1,449,449,Phone,Consumer
ORD-10867,2026-08-27,Oslo,Emma Solheim,Managed Support (month),Services,1,2490,2490,Direct,Consumer
ORD-10868,2026-08-27,Oslo,Ingrid Bakke,Wireless Headset,Accessories,2,1290,2580,Partner,SMB
ORD-10869,2026-08-27,Bergen,Markus Vik,Managed Support (month),Services,9,2490,22410,Web,Public Sector
ORD-10870,2026-08-27,Bergen,Markus Vik,USB-C Hub,Accessories,4,449,1796,Phone,SMB
ORD-10871,2026-08-27,Bergen,Markus Vik,Mechanical Keyboard,Accessories,1,990,990,Direct,SMB
ORD-10872,2026-08-27,Bergen,Sofie Dahl,Laptop Air 13,Hardware,4,12490,49960,Phone,SMB
ORD-10873,2026-08-27,Trondheim,Henrik Moen,Office Suite License,Software,30,1188,35640,Phone,Enterprise
ORD-10874,2026-08-27,Trondheim,Henrik Moen,Docking Station,Hardware,4,1890,7560,Partner,SMB
ORD-10875,2026-08-27,Trondheim,Henrik Moen,Laptop Air 13,Hardware,7,12490,87430,Partner,Public Sector
ORD-10876,2026-08-27,Trondheim,Henrik Moen,Mechanical Keyboard,Accessories,1,990,990,Partner,SMB
ORD-10877,2026-08-27,Stavanger,Lars Eide,Cloud Backup 1TB,Services,2,990,1980,Phone,SMB
ORD-10878,2026-08-27,Stavanger,Lars Eide,"Monitor 27"" 4K",Hardware,1,4990,4990,Web,Consumer
ORD-10879,2026-08-27,Stavanger,Oda Strand,Docking Station,Hardware,2,1890,3780,Partner,Consumer
ORD-10880,2026-08-27,Stavanger,Oda Strand,Mechanical Keyboard,Accessories,6,990,5940,Direct,Public Sector
ORD-10881,2026-08-27,Tromsø,Mia Foss,Laptop Pro 14,Hardware,2,18990,37980,Phone,SMB
ORD-10882,2026-08-27,Tromsø,Mia Foss,Security Suite License,Software,6,1548,9288,Direct,Enterprise
ORD-10883,2026-08-28,Oslo,Ingrid Bakke,Onboarding Package,Services,3,7500,22500,Web,SMB
ORD-10884,2026-08-28,Oslo,Jonas Berg,Managed Support (month),Services,1,2490,2490,Direct,Consumer
ORD-10885,2026-08-28,Oslo,Emma Solheim,Wireless Headset,Accessories,15,1290,19350,Web,Public Sector
ORD-10886,2026-08-28,Oslo,Ingrid Bakke,Wireless Headset,Accessories,8,1290,10320,Web,Public Sector
ORD-10887,2026-08-28,Bergen,Sofie Dahl,Office Suite License,Software,1,1188,1188,Phone,Consumer
ORD-10888,2026-08-28,Bergen,Markus Vik,Security Suite License,Software,1,1548,1548,Web,Consumer
ORD-10889,2026-08-28,Bergen,Markus Vik,Security Suite License,Software,4,1548,6192,Direct,SMB
ORD-10890,2026-08-28,Bergen,Markus Vik,Laptop Pro 14,Hardware,3,18990,56970,Partner,SMB
ORD-10891,2026-08-28,Trondheim,Nora Lien,Laptop Pro 14,Hardware,15,18990,284850,Web,Public Sector
ORD-10892,2026-08-28,Trondheim,Nora Lien,Docking Station,Hardware,4,1890,7560,Phone,SMB
ORD-10893,2026-08-28,Trondheim,Henrik Moen,Onboarding Package,Services,2,7500,15000,Direct,SMB
ORD-10894,2026-08-28,Stavanger,Oda Strand,Cloud Backup 1TB,Services,3,990,2970,Direct,Consumer
ORD-10895,2026-08-28,Stavanger,Oda Strand,Docking Station,Hardware,15,1890,28350,Phone,Public Sector
ORD-10896,2026-08-28,Stavanger,Lars Eide,Onboarding Package,Services,8,7500,60000,Phone,Public Sector
ORD-10897,2026-08-28,Tromsø,Mia Foss,Mechanical Keyboard,Accessories,1,990,990,Phone,SMB
ORD-10898,2026-08-29,Oslo,Jonas Berg,"Monitor 27"" 4K",Hardware,8,4990,39920,Direct,Public Sector
ORD-10899,2026-08-29,Bergen,Sofie Dahl,"Monitor 27"" 4K",Hardware,1,4990,4990,Phone,Consumer
ORD-10900,2026-08-29,Trondheim,Henrik Moen,Laptop Pro 14,Hardware,3,18990,56970,Phone,Consumer
ORD-10901,2026-08-29,Trondheim,Henrik Moen,Docking Station,Hardware,3,1890,5670,Direct,Public Sector
ORD-10902,2026-08-29,Stavanger,Lars Eide,Onboarding Package,Services,15,7500,112500,Direct,Public Sector
ORD-10903,2026-08-29,Tromsø,Mia Foss,Office Suite License,Software,2,1188,2376,Phone,SMB
ORD-10904,2026-08-30,Oslo,Ingrid Bakke,Wireless Headset,Accessories,2,1290,2580,Phone,SMB
ORD-10905,2026-08-30,Oslo,Ingrid Bakke,"Monitor 27"" 4K",Hardware,4,4990,19960,Partner,Consumer
ORD-10906,2026-08-30,Bergen,Sofie Dahl,Docking Station,Hardware,1,1890,1890,Direct,SMB
ORD-10907,2026-08-31,Oslo,Emma Solheim,Security Suite License,Software,10,1548,15480,Web,Public Sector
ORD-10908,2026-08-31,Oslo,Jonas Berg,Office Suite License,Software,1,1188,1188,Phone,Consumer
ORD-10909,2026-08-31,Oslo,Emma Solheim,Security Suite License,Software,1,1548,1548,Direct,SMB
ORD-10910,2026-08-31,Oslo,Emma Solheim,Managed Support (month),Services,2,2490,4980,Partner,Consumer
ORD-10911,2026-08-31,Oslo,Jonas Berg,USB-C Hub,Accessories,3,449,1347,Direct,Consumer
ORD-10912,2026-08-31,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,9,18990,170910,Direct,Public Sector
ORD-10913,2026-08-31,Oslo,Ingrid Bakke,Onboarding Package,Services,2,7500,15000,Direct,SMB
ORD-10914,2026-08-31,Bergen,Markus Vik,Office Suite License,Software,34,1188,40392,Web,Enterprise
ORD-10915,2026-08-31,Bergen,Sofie Dahl,Mechanical Keyboard,Accessories,13,990,12870,Web,Public Sector
ORD-10916,2026-08-31,Bergen,Markus Vik,Laptop Air 13,Hardware,3,12490,37470,Direct,Public Sector
ORD-10917,2026-08-31,Bergen,Markus Vik,USB-C Hub,Accessories,15,449,6735,Partner,Enterprise
ORD-10918,2026-08-31,Trondheim,Henrik Moen,"Monitor 27"" 4K",Hardware,2,4990,9980,Web,Consumer
ORD-10919,2026-08-31,Trondheim,Nora Lien,Wireless Headset,Accessories,4,1290,5160,Partner,SMB
ORD-10920,2026-08-31,Trondheim,Henrik Moen,Laptop Air 13,Hardware,2,12490,24980,Web,Consumer
ORD-10921,2026-08-31,Trondheim,Nora Lien,Laptop Pro 14,Hardware,39,18990,740610,Web,Enterprise
ORD-10922,2026-08-31,Trondheim,Nora Lien,Docking Station,Hardware,4,1890,7560,Direct,SMB
ORD-10923,2026-08-31,Trondheim,Nora Lien,Office Suite License,Software,1,1188,1188,Phone,SMB
ORD-10924,2026-08-31,Stavanger,Oda Strand,Laptop Pro 14,Hardware,1,18990,18990,Partner,SMB
ORD-10925,2026-08-31,Stavanger,Oda Strand,"Monitor 27"" 4K",Hardware,3,4990,14970,Partner,Consumer
ORD-10926,2026-08-31,Stavanger,Oda Strand,Laptop Pro 14,Hardware,2,18990,37980,Phone,SMB
ORD-10927,2026-08-31,Stavanger,Lars Eide,Cloud Backup 1TB,Services,9,990,8910,Partner,Public Sector
ORD-10928,2026-08-31,Stavanger,Oda Strand,Laptop Air 13,Hardware,3,12490,37470,Partner,Consumer
ORD-10929,2026-08-31,Tromsø,Mia Foss,Laptop Air 13,Hardware,1,12490,12490,Partner,Consumer
ORD-10930,2026-09-01,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,18,990,17820,Web,Enterprise
ORD-10931,2026-09-01,Oslo,Ingrid Bakke,Cloud Backup 1TB,Services,4,990,3960,Partner,Consumer
ORD-10932,2026-09-01,Oslo,Jonas Berg,Cloud Backup 1TB,Services,3,990,2970,Phone,SMB
ORD-10933,2026-09-01,Oslo,Emma Solheim,Cloud Backup 1TB,Services,9,990,8910,Phone,Public Sector
ORD-10934,2026-09-01,Oslo,Emma Solheim,Docking Station,Hardware,2,1890,3780,Web,Public Sector
ORD-10935,2026-09-01,Oslo,Ingrid Bakke,Office Suite License,Software,2,1188,2376,Direct,SMB
ORD-10936,2026-09-01,Oslo,Jonas Berg,Laptop Pro 14,Hardware,2,18990,37980,Web,SMB
ORD-10937,2026-09-01,Oslo,Emma Solheim,Docking Station,Hardware,14,1890,26460,Web,Public Sector
ORD-10938,2026-09-01,Oslo,Jonas Berg,Wireless Headset,Accessories,5,1290,6450,Web,Enterprise
ORD-10939,2026-09-01,Oslo,Emma Solheim,Mechanical Keyboard,Accessories,1,990,990,Phone,SMB
ORD-10940,2026-09-01,Bergen,Markus Vik,Mechanical Keyboard,Accessories,4,990,3960,Direct,Consumer
ORD-10941,2026-09-01,Bergen,Markus Vik,Managed Support (month),Services,2,2490,4980,Direct,SMB
ORD-10942,2026-09-01,Bergen,Sofie Dahl,Office Suite License,Software,4,1188,4752,Web,Consumer
ORD-10943,2026-09-01,Bergen,Sofie Dahl,Cloud Backup 1TB,Services,1,990,990,Phone,SMB
ORD-10944,2026-09-01,Bergen,Sofie Dahl,Mechanical Keyboard,Accessories,2,990,1980,Partner,SMB
ORD-10945,2026-09-01,Bergen,Markus Vik,Mechanical Keyboard,Accessories,2,990,1980,Direct,Consumer
ORD-10946,2026-09-01,Bergen,Markus Vik,Cloud Backup 1TB,Services,3,990,2970,Partner,Consumer
ORD-10947,2026-09-01,Bergen,Markus Vik,Wireless Headset,Accessories,4,1290,5160,Phone,SMB
ORD-10948,2026-09-01,Trondheim,Nora Lien,Docking Station,Hardware,12,1890,22680,Partner,Enterprise
ORD-10949,2026-09-01,Trondheim,Henrik Moen,Docking Station,Hardware,4,1890,7560,Web,Consumer
ORD-10950,2026-09-01,Trondheim,Nora Lien,Security Suite License,Software,3,1548,4644,Direct,SMB
ORD-10951,2026-09-01,Stavanger,Lars Eide,Mechanical Keyboard,Accessories,1,990,990,Phone,SMB
ORD-10952,2026-09-01,Stavanger,Oda Strand,Onboarding Package,Services,4,7500,30000,Web,SMB
ORD-10953,2026-09-01,Stavanger,Oda Strand,Wireless Headset,Accessories,1,1290,1290,Partner,Consumer
ORD-10954,2026-09-01,Stavanger,Lars Eide,Laptop Pro 14,Hardware,3,18990,56970,Web,SMB
ORD-10955,2026-09-01,Stavanger,Lars Eide,Managed Support (month),Services,3,2490,7470,Phone,Consumer
ORD-10956,2026-09-01,Stavanger,Oda Strand,Wireless Headset,Accessories,3,1290,3870,Direct,SMB
ORD-10957,2026-09-01,Stavanger,Oda Strand,Wireless Headset,Accessories,3,1290,3870,Web,SMB
ORD-10958,2026-09-01,Stavanger,Oda Strand,Cloud Backup 1TB,Services,3,990,2970,Partner,SMB
ORD-10959,2026-09-01,Tromsø,Mia Foss,Cloud Backup 1TB,Services,3,990,2970,Direct,SMB
ORD-10960,2026-09-01,Tromsø,Mia Foss,"Monitor 27"" 4K",Hardware,1,4990,4990,Web,SMB
ORD-10961,2026-09-02,Oslo,Jonas Berg,Laptop Pro 14,Hardware,4,18990,75960,Phone,SMB
ORD-10962,2026-09-02,Oslo,Emma Solheim,Cloud Backup 1TB,Services,11,990,10890,Partner,Public Sector
ORD-10963,2026-09-02,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,1,990,990,Direct,Consumer
ORD-10964,2026-09-02,Oslo,Emma Solheim,"Monitor 27"" 4K",Hardware,4,4990,19960,Web,SMB
ORD-10965,2026-09-02,Oslo,Jonas Berg,Wireless Headset,Accessories,9,1290,11610,Phone,Public Sector
ORD-10966,2026-09-02,Oslo,Ingrid Bakke,"Monitor 27"" 4K",Hardware,8,4990,39920,Phone,Public Sector
ORD-10967,2026-09-02,Oslo,Emma Solheim,Managed Support (month),Services,3,2490,7470,Direct,SMB
ORD-10968,2026-09-02,Oslo,Jonas Berg,Laptop Pro 14,Hardware,1,18990,18990,Partner,SMB
ORD-10969,2026-09-02,Oslo,Jonas Berg,Office Suite License,Software,3,1188,3564,Partner,Consumer
ORD-10970,2026-09-02,Oslo,Emma Solheim,Cloud Backup 1TB,Services,1,990,990,Partner,SMB
ORD-10971,2026-09-02,Oslo,Emma Solheim,Managed Support (month),Services,3,2490,7470,Direct,SMB
ORD-10972,2026-09-02,Oslo,Jonas Berg,Cloud Backup 1TB,Services,9,990,8910,Direct,Public Sector
ORD-10973,2026-09-02,Oslo,Ingrid Bakke,Managed Support (month),Services,26,2490,64740,Phone,Enterprise
ORD-10974,2026-09-02,Oslo,Ingrid Bakke,Managed Support (month),Services,3,2490,7470,Direct,Public Sector
ORD-10975,2026-09-02,Oslo,Jonas Berg,Security Suite License,Software,4,1548,6192,Phone,SMB
ORD-10976,2026-09-02,Oslo,Jonas Berg,USB-C Hub,Accessories,1,449,449,Direct,SMB
ORD-10977,2026-09-02,Oslo,Jonas Berg,Office Suite License,Software,3,1188,3564,Phone,Public Sector
ORD-10978,2026-09-02,Oslo,Ingrid Bakke,Cloud Backup 1TB,Services,2,990,1980,Phone,SMB
ORD-10979,2026-09-02,Oslo,Jonas Berg,Security Suite License,Software,4,1548,6192,Phone,SMB
ORD-10980,2026-09-02,Oslo,Ingrid Bakke,Managed Support (month),Services,3,2490,7470,Direct,SMB
ORD-10981,2026-09-02,Oslo,Emma Solheim,Mechanical Keyboard,Accessories,1,990,990,Direct,Consumer
ORD-10982,2026-09-02,Oslo,Ingrid Bakke,Managed Support (month),Services,1,2490,2490,Partner,Consumer
